代號	名稱	成交量	開盤價	最高	最低	收盤價	漲跌 	本益比	連續漲跌	連續漲跌(%)
*** 01	水泥工業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=01
1101	台泥	11425	39.10	39.15	38.80	38.85	+0.10	13.50	連3跌→漲	+0.26%
1101B	台泥乙特	2	50.1	50.2	50.1	50.2	0.0	-	連4平	0.00%
1102	亞泥	4823	41.15	41.20	40.70	40.95	+0.25	10.02	跌→漲	+0.61%
1103	嘉泥	380	17.45	17.65	17.45	17.55	+0.25	15.87	連2漲	+1.68%
1104	環泥	290	21.70	21.70	21.55	21.60	-0.05	10.16	連4跌	-2.26%
1108	幸福	113	10.75	10.80	10.65	10.75	+0.10	16.38	連2漲	+1.90%
1109	信大	204	18.15	18.25	18.10	18.15	0.00	9.31	跌→平	0.00%
1110	東泥	59	17.95	18.10	17.95	17.95	+0.05	66.30	跌→漲	+0.28%
*** 02	食品工業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=02
1201	味全	648	19.75	19.85	19.70	19.75	0.00	19.17	跌→平	0.00%
1203	味王	5	33.20	33.50	33.20	33.45	+0.25	17.20	連2跌→漲	+0.75%
1210	大成	480	47.30	47.55	47.20	47.35	+0.15	23.25	連2漲	+0.42%
1213	大飲	78	7.32	7.90	7.32	7.73	+0.35	-	連2跌→漲	+4.74%
1215	卜蜂	174	77.5	78.5	77.5	78.4	+0.9	16.01	連2跌→漲	+1.16%
1216	統一	4977	66.4	66.4	65.4	65.8	+0.7	19.79	跌→漲	+1.08%
1217	愛之味	2494	9.70	9.85	9.70	9.80	+0.13	26.14	連3跌→漲	+1.34%
1218	泰山	401	30.65	31.00	30.30	30.50	0.00	26.07	連6跌→平	0.00%
1219	福壽	1237	20.20	20.65	20.20	20.50	+0.50	22.22	連3跌→漲	+2.50%
1220	台榮	528	15.70	16.05	15.70	16.05	+0.55	18.67	連3跌→漲	+3.55%
1225	福懋油	9	51.0	51.0	50.5	50.5	+0.2	24.07	平→漲	+0.40%
1227	佳格	510	40.95	41.30	40.90	41.15	+0.20	16.78	連5跌→漲	+0.49%
1229	聯華	1421	56.4	57.7	56.2	57.6	+1.2	19.25	連4跌→漲	+2.13%
1231	聯華食	134	74.9	77.0	74.9	76.4	+1.5	17.83	連4跌→漲	+2.00%
1232	大統益	22	153.0	154.5	153.0	154.5	0.0	18.46	連2漲→平	0.00%
1233	天仁	8	34.70	34.70	34.70	34.70	+0.15	70.51	連2漲	+0.73%
1234	黑松	102	33.70	33.70	33.40	33.60	+0.10	16.67	連2平→漲	+0.30%
1235	興泰	28	60.2	61.0	60.0	60.5	+0.5	50.85	平→漲	+0.83%
1236	宏亞	1408	26.00	27.95	26.00	27.00	+1.35	8.33	連3跌→漲	+5.26%
1256	鮮活果汁-KY	24	256.0	260.0	248.5	260.0	+1.5	15.79	連2漲	+1.17%
1702	南僑	124	44.50	44.75	44.45	44.65	+0.70	11.15	連4跌→漲	+1.59%
1737	臺鹽	194	33.70	33.85	33.65	33.75	+0.05	18.93	跌→漲	+0.15%
*** 03	塑膠工業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=03
1301	台塑	7417	91.8	91.8	90.9	91.0	+0.1	7.93	跌→漲	+0.11%
1303	南亞	5777	67.9	68.0	67.4	67.6	+0.3	6.78	跌→漲	+0.45%
1304	台聚	3421	21.15	21.45	21.05	21.30	+0.05	5.08	連4跌→漲	+0.24%
1305	華夏	2140	22.65	23.00	22.60	22.85	+0.10	9.06	連3跌→漲	+0.44%
1307	三芳	36	19.50	19.65	19.50	19.60	+0.10	390.00	連2平→漲	+0.51%
1308	亞聚	1039	24.70	25.15	24.70	25.10	+0.65	5.22	連3跌→漲	+2.66%
1309	台達化	785	21.70	22.20	21.65	22.05	+0.20	5.11	連8跌→漲	+0.92%
1310	台苯	289	13.45	13.60	13.40	13.55	+0.15	-	連3跌→漲	+1.12%
1312	國喬	2187	19.20	19.50	19.20	19.40	+0.15	3.93	連3跌→漲	+0.78%
1312A	國喬特	-	-	-	-	-	-	-	-	-
1313	聯成	4577	13.30	13.60	13.20	13.40	-0.15	-	連4跌	-13.27%
1314	中石化	7059	10.05	10.10	9.99	10.05	+0.11	14.41	連3跌→漲	+1.11%
1315	達新	24	67.7	68.3	67.7	67.7	0.0	118.77	漲→平	0.00%
1321	大洋	1805	33.75	37.00	33.75	36.50	+2.85	134.60	連3漲	+11.28%
1323	永裕	94	34.00	34.15	33.95	34.15	+0.25	10.97	連2漲	+0.89%
1324	地球	29	10.60	10.70	10.55	10.65	+0.10	527.50	連2平→漲	+0.95%
1325	恆大	260	23.60	24.55	23.60	24.50	+1.05	15.95	連3跌→漲	+4.48%
1326	台化	2769	69.9	69.9	69.0	69.1	+0.1	12.80	跌→漲	+0.14%
1337	再生-KY	106	6.05	6.13	6.05	6.12	+0.04	-	連2漲	+1.32%
1340	勝悅-KY	63	9.98	10.10	9.91	10.10	+0.12	-	連2漲	+1.51%
1341	富林-KY	3	66.7	66.7	66.5	66.5	+0.5	12.57	跌→漲	+0.76%
4306	炎洲	270	13.95	14.00	13.90	13.95	+0.10	40.74	跌→漲	+0.72%
*** 04	紡織纖維 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=04
1402	遠東新	8444	29.75	29.85	29.45	29.65	+0.15	16.21	連4跌→漲	+0.51%
1409	新纖	1159	18.10	18.20	18.10	18.15	+0.15	7.17	連3跌→漲	+0.83%
1410	南染	121	33.60	34.30	33.40	33.50	+0.15	28.75	平→漲	+0.45%
1413	宏洲	3854	10.70	11.20	10.50	11.20	+1.00	7.23	連2漲	+20.56%
1414	東和	91	16.40	16.40	16.15	16.30	+0.10	24.18	連2跌→漲	+0.62%
1417	嘉裕	196	10.00	10.25	10.00	10.25	+0.15	1010.00	連2漲	+1.99%
1418	東華	152	15.95	17.40	15.95	16.55	+0.65	-	連3漲	+6.09%
1419	新紡	81	40.60	40.75	40.40	40.70	+0.35	6.67	連3跌→漲	+0.87%
1423	利華	64	18.85	18.85	18.70	18.70	+0.10	16.17	跌→漲	+0.54%
1434	福懋	932	25.80	25.95	25.70	25.95	+0.35	20.32	連3跌→漲	+1.37%
1439	中和	7	19.70	20.35	19.70	20.10	+0.40	14.28	連2漲	+3.08%
1440	南紡	770	17.25	17.60	17.25	17.55	+0.45	11.03	連3跌→漲	+2.63%
1441	大東	58	8.07	8.20	8.07	8.08	0.00	-	漲→平	0.00%
1444	力麗	724	10.10	10.30	10.10	10.25	+0.15	11.48	連4跌→漲	+1.49%
1445	大宇	74	15.40	15.40	15.25	15.40	+0.10	-	平→漲	+0.65%
1446	宏和	98	31.55	31.70	31.50	31.60	+0.15	-	連3跌→漲	+0.48%
1447	力鵬	1289	7.95	8.19	7.95	8.02	+0.09	29.37	連3跌→漲	+1.13%
1449	佳和	25	9.09	9.30	9.09	9.19	+0.10	6.54	連2跌→漲	+1.10%
1451	年興	217	22.90	23.20	22.90	22.90	-0.05	12.54	連2漲→跌	-0.22%
1452	宏益	82	18.20	18.50	18.20	18.50	+0.20	12.04	連4跌→漲	+1.09%
1454	台富	198	13.60	13.65	13.45	13.45	+0.15	88.67	連2跌→漲	+1.13%
1455	集盛	2077	11.05	11.25	11.05	11.20	+0.30	9.40	跌→漲	+2.75%
1457	宜進	295	17.00	17.35	17.00	17.15	+0.10	3.48	平→漲	+0.59%
1459	聯發	715	9.20	9.69	9.20	9.59	+0.39	5.11	連3漲	+5.62%
1460	宏遠	406	7.20	7.21	7.17	7.20	+0.07	-	連4跌→漲	+0.98%
1463	強盛	57	13.80	13.85	13.75	13.85	+0.05	41.82	連2漲	+0.73%
1464	得力	331	14.45	14.55	14.30	14.45	+0.25	26.79	跌→漲	+1.76%
1465	偉全	145	12.75	13.15	12.75	12.85	+0.25	-	連4平→漲	+1.98%
1466	聚隆	140	12.40	12.80	12.40	12.80	+0.40	7.56	連2漲	+4.49%
1467	南緯	1526	12.25	12.35	12.10	12.15	0.00	-	跌→平	0.00%
1468	昶和	77	12.65	12.65	12.45	12.65	0.00	-	跌→平	0.00%
1470	大統新創	27	19.00	19.65	18.90	19.45	+0.65	18.80	連3跌→漲	+3.46%
1472	三洋實業	29	17.00	17.40	16.75	17.30	+0.30	-	跌→漲	+1.76%
1473	台南	1362	21.95	23.20	21.95	22.60	+0.65	-	連2漲	+7.62%
1474	弘裕	646	11.50	11.95	11.50	11.95	+0.50	11.23	平→漲	+4.37%
1475	業旺	56	57.0	59.2	56.5	56.9	+0.8	25.85	連3跌→漲	+1.43%
1476	儒鴻	2122	429.0	457.0	427.5	448.0	+30.0	20.55	連3漲	+11.17%
1477	聚陽	9429	157.0	166.0	156.0	162.5	+10.5	12.69	連3漲	+13.64%
4414	如興	13610	2.22	2.61	2.22	2.61	+0.23	-	連3跌→漲	+9.66%
4426	利勤	1676	27.90	28.40	27.40	28.15	+0.85	-	連4跌→漲	+3.11%
4438	廣越	86	110.0	116.0	110.0	114.5	+5.5	15.03	連2跌→漲	+5.05%
4439	冠星-KY	17	113.0	115.0	113.0	115.0	+4.0	10.11	連2平→漲	+3.60%
4440	宜新實業	51	32.60	33.05	32.60	33.00	+0.40	7.24	連4跌→漲	+1.23%
*** 05	電機機械 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=05
1503	士電	533	61.4	62.6	60.6	61.9	+0.8	17.02	連5跌→漲	+1.31%
1504	東元	1309	28.40	28.55	28.25	28.55	+0.45	13.91	連4跌→漲	+1.60%
1506	正道	195	14.40	14.50	13.80	14.05	0.00	41.32	漲→平	0.00%
1513	中興電	9589	57.4	58.2	57.2	57.7	+0.4	14.04	連3跌→漲	+0.70%
1514	亞力	4077	33.95	34.65	33.75	34.65	+1.05	19.31	平→漲	+3.13%
1515	力山	823	31.20	31.70	30.90	31.20	+0.15	15.92	連3跌→漲	+0.48%
1517	利奇	1202	22.35	23.10	22.30	23.10	+1.05	9.84	平→漲	+4.76%
1519	華城	203	35.70	36.35	35.70	36.35	+0.70	33.95	連3跌→漲	+1.96%
1526	日馳	367	42.60	43.75	42.30	43.70	+1.70	8.40	連3跌→漲	+4.05%
1527	鑽全	166	41.50	41.85	41.50	41.70	+0.40	10.87	連3跌→漲	+0.97%
1528	恩德	615	9.62	9.88	9.62	9.86	+0.35	8.06	連3跌→漲	+3.68%
1529	樂士	553	15.95	16.45	15.80	16.20	+0.40	18.81	連3跌→漲	+2.53%
1530	亞崴	5	29.40	29.85	29.40	29.85	+0.20	16.85	連2漲	+1.79%
1531	高林股	126	14.00	14.00	13.90	13.90	0.00	11.68	連2平	0.00%
1532	勤美	97	29.00	29.30	29.00	29.25	+0.50	7.81	連3跌→漲	+1.74%
1535	中宇	138	41.50	42.35	41.50	42.20	+0.90	10.05	連3漲	+4.46%
1537	廣隆	77	141.0	142.0	140.5	142.0	+1.0	17.76	連2跌→漲	+0.71%
1538	正峰	5	6.30	6.62	6.30	6.39	+0.37	-	連5跌→漲	+6.15%
1539	巨庭	9083	32.70	33.70	32.00	32.30	+0.30	11.81	平→漲	+0.94%
1540	喬福	101	13.95	14.20	13.95	14.10	+0.15	139.50	連2漲	+1.44%
1541	錩泰	347	35.45	37.95	35.45	37.05	+1.80	7.11	連2漲	+5.71%
1558	伸興	50	132.5	133.5	132.5	132.5	0.0	22.53	連2平	0.00%
1560	中砂	13380	158.0	161.0	153.5	153.5	+0.5	20.05	連2漲	+1.32%
1583	程泰	5	61.1	61.1	61.1	61.1	0.0	18.29	跌→平	0.00%
1589	永冠-KY	267	54.1	54.7	53.7	54.5	+0.5	-	連3跌→漲	+0.93%
1590	亞德客-KY	1280	758	792	756	791	+42	22.45	跌→漲	+5.61%
1597	直得	52	72.0	73.3	72.0	73.3	+1.4	18.44	連3跌→漲	+1.95%
2049	上銀	2461	209.0	212.0	207.0	210.0	+3.5	16.12	連5跌→漲	+1.69%
2371	大同	6827	33.25	33.60	33.20	33.35	+0.30	17.12	連4跌→漲	+0.91%
3167	大量	117	48.75	50.5	48.75	50.2	+1.6	8.65	連3跌→漲	+3.29%
4526	東台	119	13.65	13.70	13.60	13.60	+0.05	13.69	連2跌→漲	+0.37%
4532	瑞智	185	16.50	16.75	16.50	16.65	+0.15	15.00	連3跌→漲	+0.91%
4540	全球傳動	47	43.00	44.20	42.85	44.20	+1.20	12.43	連2跌→漲	+2.79%
4552	力達-KY	46	28.90	29.25	28.90	29.20	+0.30	8.81	連3跌→漲	+1.04%
4555	氣立	21	56.5	57.1	56.4	57.0	+0.6	17.85	連2跌→漲	+1.06%
4560	強信-KY	71	39.90	40.20	39.75	40.00	+0.10	11.74	連2跌→漲	+0.25%
4562	穎漢	185	15.45	15.55	15.25	15.55	+0.25	-	連2跌→漲	+1.63%
4564	元翎	88	27.00	27.45	27.00	27.40	+0.40	15.98	連2漲	+2.43%
4566	時碩工業	463	52.8	53.2	51.1	51.6	-0.4	15.81	連3跌	-2.27%
4571	鈞興-KY	21	76.3	76.5	76.2	76.5	+0.2	11.68	跌→漲	+0.26%
4572	駐龍	329	128.5	130.0	127.5	127.5	+1.5	52.94	連2漲	+4.08%
4576	大銀微系統	20	88.2	88.8	87.6	88.2	+0.9	29.20	連4跌→漲	+1.03%
4583	台灣精銳	26	205.5	214.5	205.5	211.0	+5.5	15.75	連3跌→漲	+2.68%
5288	豐祥-KY	54	149.5	150.0	147.0	149.5	+3.0	15.39	連4跌→漲	+2.05%
8222	寶一	2655	22.90	23.80	22.85	23.25	+0.20	-	連3跌→漲	+0.87%
8374	羅昇	86	31.85	32.00	31.55	31.60	-0.20	25.24	漲→跌	-0.63%
8996	高力	4039	78.1	80.2	77.0	78.7	-0.2	39.85	連4跌	-7.85%
*** 06	電器電纜 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=06
1603	華電	254	26.75	27.45	26.70	27.15	+0.50	16.97	連2漲	+2.07%
1604	聲寶	153	26.45	26.70	26.35	26.60	+0.25	5.77	連2漲	+1.53%
1605	華新	17761	32.00	32.30	31.80	32.05	+0.45	6.53	連5跌→漲	+1.42%
1608	華榮	373	14.15	14.40	14.00	14.30	+0.40	13.90	連3跌→漲	+2.88%
1609	大亞	4469	20.60	21.20	20.55	21.15	+0.65	10.85	連3跌→漲	+3.17%
1611	中電	2882	17.90	18.00	17.70	17.80	+0.10	20.58	連3跌→漲	+0.56%
1612	宏泰	731	16.45	16.90	16.45	16.80	+0.45	1.96	連3跌→漲	+2.75%
1614	三洋電	54	35.45	35.80	35.45	35.65	+0.45	25.14	跌→漲	+1.28%
1615	大山	44	31.35	32.00	31.30	31.30	0.00	8.39	連3跌→平	0.00%
1616	億泰	353	8.31	8.64	8.25	8.43	+0.28	15.67	連2跌→漲	+3.44%
1617	榮星	37	15.25	15.25	15.10	15.15	+0.05	12.69	連2漲	+1.00%
1618	合機	78	12.00	12.20	12.00	12.15	+0.05	10.08	連3跌→漲	+0.41%
1626	艾美特-KY	116	17.90	18.25	17.90	17.90	0.00	15.84	跌→平	0.00%
4930	燦星網	148	23.65	25.15	23.65	25.15	+1.50	4.66	連2漲	+7.48%
5283	禾聯碩	17	103.5	104.0	103.5	104.0	+1.0	9.81	連3跌→漲	+0.97%
*** 07	化學生技醫療 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=07
1598	岱宇	93	37.90	38.10	37.65	37.95	+0.45	36.06	跌→漲	+1.20%
1701	中化	244	20.60	20.85	20.60	20.85	+0.30	12.76	連3跌→漲	+1.46%
1707	葡萄王	119	128.5	131.5	128.5	130.5	+1.5	14.66	連2漲	+1.56%
1708	東鹼	4689	46.30	48.00	46.30	47.95	+1.65	11.60	連2漲	+5.50%
1709	和益	1161	23.85	24.05	23.85	24.05	+0.40	11.05	連3跌→漲	+1.69%
1710	東聯	789	17.00	17.20	16.95	17.10	-0.05	57.17	連4跌	-2.84%
1711	永光	1827	19.30	19.80	19.30	19.60	+0.45	22.27	連3跌→漲	+2.35%
1712	興農	966	34.65	35.00	34.50	34.60	0.00	12.72	漲→平	0.00%
1713	國化	30	23.50	23.75	23.50	23.65	+0.15	20.43	連2漲	+1.03%
1714	和桐	1015	8.92	8.95	8.89	8.90	+0.02	14.56	跌→漲	+0.23%
1717	長興	1499	31.50	31.50	31.20	31.45	+0.35	11.23	連3跌→漲	+1.13%
1718	中纖	807	7.66	7.73	7.64	7.70	+0.11	-	連3跌→漲	+1.45%
1720	生達	484	46.05	46.25	45.75	46.15	+0.15	11.19	連2漲	+3.82%
1721	三晃	756	15.30	15.50	15.30	15.30	+0.25	-	連3跌→漲	+1.66%
1722	台肥	1832	63.8	64.1	63.4	63.8	+0.4	20.26	連2漲	+0.95%
1723	中碳	784	113.5	114.5	112.5	113.5	-0.5	17.92	漲→跌	-0.44%
1725	元禎	172	21.40	22.10	21.30	21.75	+0.25	12.29	跌→漲	+1.16%
1726	永記	33	72.1	72.8	72.1	72.2	+0.2	14.31	連2跌→漲	+0.28%
1727	中華化	570	30.00	31.00	30.00	30.45	+0.65	15.85	連3跌→漲	+2.18%
1730	花仙子	22	56.5	57.0	56.5	56.9	0.0	13.29	連2跌→平	0.00%
1731	美吾華	112	17.70	17.90	17.70	17.80	+0.10	14.05	連3跌→漲	+0.56%
1732	毛寶	339	28.80	29.65	28.80	29.30	+0.65	84.26	連4跌→漲	+2.27%
1733	五鼎	513	26.80	26.80	26.35	26.60	-0.05	12.45	漲→跌	-0.19%
1734	杏輝	401	28.00	28.15	27.85	28.05	+0.30	308.33	連3跌→漲	+1.08%
1735	日勝化	5	14.00	14.00	13.90	13.90	+0.10	-	連3跌→漲	+0.72%
1736	喬山	103	53.3	54.4	53.3	54.4	+1.5	311.18	連3跌→漲	+2.84%
1752	南光	62	35.55	36.00	35.50	35.95	+0.45	16.82	連2漲	+1.99%
1760	寶齡富錦	3132	110.0	113.0	108.5	113.0	+4.5	55.08	連5跌→漲	+4.15%
1762	中化生	245	56.4	56.8	55.9	56.3	+0.3	10.09	連2漲	+0.72%
1773	勝一	215	143.0	145.5	143.0	143.5	+1.5	16.03	連4跌→漲	+1.06%
1776	展宇	14	18.80	19.20	18.80	18.95	0.00	9.52	跌→平	0.00%
1783	和康生	220	41.35	42.20	41.35	41.75	+0.50	32.23	連2漲	+1.33%
1786	科妍	10	40.00	40.20	40.00	40.00	+0.10	23.61	連3跌→漲	+0.25%
1789	神隆	736	24.50	24.95	24.50	24.65	+0.35	83.79	連7跌→漲	+1.44%
1795	美時	5021	136.0	142.0	136.0	142.0	+7.0	25.28	連3漲	+8.27%
3164	景岳	219	24.80	25.00	24.80	25.00	+0.25	20.12	平→漲	+1.01%
3705	永信	90	40.40	40.70	40.40	40.70	+0.50	13.44	連2跌→漲	+1.24%
3708	上緯投控	814	104.0	105.0	103.0	104.0	+1.5	50.25	平→漲	+1.46%
4104	佳醫	133	64.4	64.5	64.1	64.4	+0.4	14.00	連2漲	+1.10%
4106	雃博	261	23.80	24.45	23.80	24.30	+0.55	23.06	連3跌→漲	+2.32%
4108	懷特	118	18.20	18.30	18.10	18.15	+0.15	-	連4跌→漲	+0.83%
4119	旭富	63	79.8	80.8	79.8	80.4	+0.6	137.59	連4跌→漲	+0.75%
4133	亞諾法	692	34.45	35.55	34.45	35.55	+1.10	58.39	連9跌→漲	+3.19%
4137	麗豐-KY	86	177.5	178.5	176.0	178.0	+1.0	10.44	跌→漲	+0.56%
4142	國光生	2711	35.95	36.95	35.75	36.80	+1.00	255.71	連4跌→漲	+2.79%
4148	全宇生技-KY	1229	60.4	63.3	60.4	61.0	+0.6	16.15	連2漲	+5.72%
4155	訊映	106	22.75	23.00	22.70	22.70	+0.30	33.94	連3跌→漲	+1.34%
4164	承業醫	167	35.70	36.90	35.70	36.80	+0.85	15.50	連2漲	+4.25%
4190	佐登-KY	17	68.5	68.7	67.9	67.9	-0.2	18.02	連4跌	-3.14%
4720	德淵	122	13.60	13.75	13.55	13.75	+0.20	41.06	平→漲	+1.48%
4722	國精化	20	36.50	36.55	36.30	36.45	+0.55	9.11	平→漲	+1.53%
4737	華廣	24	74.0	74.4	73.6	74.1	+0.1	50.34	連2平→漲	+0.14%
4739	康普	1992	117.5	119.5	117.5	118.0	+0.5	22.60	連4跌→漲	+0.43%
4746	台耀	191	45.05	45.85	45.00	45.60	+1.00	-	連3跌→漲	+2.24%
4755	三福化	1103	143.5	144.0	142.0	144.0	+4.0	15.68	連4跌→漲	+2.86%
4763	材料-KY	78	103.5	106.0	103.5	106.0	+2.5	8.88	跌→漲	+2.42%
4764	雙鍵	11	55.1	55.1	54.0	54.2	0.0	40.45	跌→平	0.00%
4766	南寶	58	129.0	130.0	128.5	130.0	+1.0	11.77	連2跌→漲	+0.78%
4770	上品	152	250.5	255.5	250.5	255.0	+5.5	17.28	連4跌→漲	+2.20%
6431	光麗-KY	23	23.20	23.20	22.75	23.20	0.00	-	連3跌→平	0.00%
6491	晶碩	339	398.5	417.0	398.5	405.5	+5.5	20.23	連4跌→漲	+1.38%
6541	泰福-KY	1700	47.90	49.10	47.90	48.35	+1.00	-	連8跌→漲	+2.11%
6550	北極星藥業-KY	1790	115.5	117.5	115.0	116.0	+2.0	-	連3跌→漲	+1.75%
6598	ABC-KY	220	26.10	27.35	26.10	27.35	+1.25	-	連3跌→漲	+4.79%
6666	羅麗芬-KY	18	55.8	56.8	55.0	55.7	+0.5	36.32	連3跌→漲	+0.91%
6796	晉弘	1616	128.5	132.5	118.0	121.0	-5.5	56.98	連3跌	-14.49%
*** 08	玻璃陶瓷 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=08
1802	台玻	1799	17.15	17.35	17.05	17.30	+0.45	4.52	連3跌→漲	+2.67%
1806	冠軍	282	9.36	9.47	9.36	9.43	+0.08	3.53	連3跌→漲	+0.86%
1809	中釉	113	11.70	11.85	11.65	11.75	+0.10	43.15	連2漲	+1.29%
1810	和成	706	11.00	11.10	10.90	11.05	+0.10	3.02	連3跌→漲	+0.91%
1817	凱撒衛	16	33.75	33.75	33.40	33.60	+0.30	10.71	連2跌→漲	+0.90%
*** 09	造紙工業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=09
1903	士紙	239	55.5	57.0	55.5	56.7	+1.1	-	連2漲	+2.16%
1904	正隆	380	26.85	26.95	26.75	26.90	+0.25	8.54	連3跌→漲	+0.94%
1905	華紙	678	16.35	16.65	16.30	16.60	+0.50	51.94	連3跌→漲	+3.11%
1906	寶隆	1058	17.05	17.50	16.95	17.00	0.00	11.49	連3跌→平	0.00%
1907	永豐餘	497	23.00	23.45	23.00	23.30	+0.15	9.89	跌→漲	+0.65%
1909	榮成	1682	14.75	14.90	14.70	14.85	+0.20	10.10	連3跌→漲	+1.37%
6790	永豐實	55	38.40	38.65	38.40	38.60	+0.20	11.16	跌→漲	+0.52%
*** 10	鋼鐵工業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=10
2002	中鋼	18391	28.10	28.30	28.00	28.30	+0.45	6.66	連3跌→漲	+1.62%
2002A	中鋼特	14	48.80	48.80	48.75	48.80	+0.10	-	跌→漲	+0.21%
2006	東和鋼鐵	1054	51.6	52.6	51.6	52.4	+0.8	6.80	連3跌→漲	+1.55%
2007	燁興	1972	11.95	12.30	11.85	12.10	+0.20	-	連2跌→漲	+1.68%
2008	高興昌	24	16.75	17.15	16.55	16.65	+0.20	56.72	平→漲	+1.22%
2009	第一銅	799	26.20	26.50	25.95	26.15	+0.45	28.56	連3跌→漲	+1.75%
2010	春源	343	15.85	16.00	15.75	15.85	+0.15	8.87	平→漲	+0.96%
2012	春雨	67	23.50	23.90	23.40	23.50	+0.05	8.06	連3跌→漲	+0.21%
2013	中鋼構	1305	58.1	60.3	58.1	59.8	+0.7	21.73	連2跌→漲	+1.18%
2014	中鴻	11338	26.10	26.70	25.90	26.05	+0.05	10.53	連3跌→漲	+0.19%
2015	豐興	324	65.5	65.8	65.2	65.2	-0.3	9.25	漲→跌	-0.46%
2017	官田鋼	455	12.20	12.50	12.20	12.35	+0.25	7.42	連3跌→漲	+2.07%
2020	美亞	281	23.05	23.25	23.00	23.20	+0.30	8.04	連2漲	+1.75%
2022	聚亨	951	8.78	8.78	8.61	8.68	+0.13	15.00	連2跌→漲	+1.52%
2023	燁輝	3971	15.75	16.05	15.75	15.90	+0.25	5.65	連3跌→漲	+1.60%
2024	志聯	41	18.50	19.35	18.50	19.15	+0.40	12.76	連3跌→漲	+2.13%
2025	千興	132	5.49	5.51	5.42	5.48	+0.07	2.53	連3跌→漲	+1.29%
2027	大成鋼	4453	34.50	35.00	34.50	34.90	+0.55	4.85	連3跌→漲	+1.60%
2028	威致	685	23.05	23.30	22.80	22.90	+0.45	4.42	連2跌→漲	+2.00%
2029	盛餘	780	23.15	24.00	23.15	23.40	+0.40	5.96	連3跌→漲	+1.74%
2030	彰源	2806	23.00	23.10	22.75	23.05	+0.40	4.20	連2漲	+4.06%
2031	新光鋼	1383	34.60	35.30	34.60	35.30	+0.70	7.28	連3跌→漲	+2.02%
2032	新鋼	520	18.35	19.00	18.35	18.90	+0.50	32.28	連3跌→漲	+2.72%
2033	佳大	236	14.70	14.95	14.70	14.70	+0.25	90.31	連2漲	+2.08%
2034	允強	6990	29.80	30.60	29.30	30.40	+1.05	8.79	連2漲	+4.65%
2038	海光	957	20.55	21.30	20.55	21.00	+0.50	8.07	連3跌→漲	+2.44%
2069	運錩	465	20.70	21.15	20.70	20.95	+0.35	4.79	連3跌→漲	+1.70%
2211	長榮鋼	342	62.6	63.6	62.4	63.3	+0.7	19.14	連2跌→漲	+1.12%
3004	豐達科	274	62.4	64.3	62.3	63.4	+1.0	-	平→漲	+1.60%
5007	三星	21	53.5	54.1	53.5	53.8	+0.4	15.71	跌→漲	+0.75%
5538	東明-KY	9	43.80	43.80	43.10	43.45	+0.45	5.63	跌→漲	+1.05%
9958	世紀鋼	850	98.1	99.1	97.6	98.9	+1.7	16.64	跌→漲	+1.75%
*** 11	橡膠工業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=11
2101	南港	1333	39.60	40.10	39.35	39.90	+0.50	-	連2漲	+1.79%
2102	泰豐	818	18.80	19.30	18.60	19.10	+0.65	-	連3跌→漲	+3.52%
2103	台橡	1775	26.30	26.80	26.30	26.75	+0.85	5.79	連2漲	+3.88%
2104	國際中橡	1909	20.15	20.25	19.95	20.05	+0.10	6.08	連3跌→漲	+0.50%
2105	正新	2948	35.00	35.20	34.75	35.00	+0.50	23.15	連3跌→漲	+1.45%
2106	建大	982	37.40	37.80	37.40	37.60	+0.25	81.20	連2跌→漲	+0.67%
2107	厚生	330	20.80	21.00	20.75	21.00	+0.30	9.76	連2平→漲	+1.45%
2108	南帝	627	40.25	40.85	40.25	40.75	+0.55	3.78	連4跌→漲	+1.37%
2109	華豐	122	14.30	14.50	14.30	14.40	+0.10	11.53	平→漲	+0.70%
2114	鑫永銓	8	102.0	104.0	102.0	104.0	+1.0	8.37	跌→漲	+0.97%
6582	申豐	314	77.0	80.6	77.0	80.0	+2.2	3.22	跌→漲	+2.83%
*** 12	汽車工業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=12
1319	東陽	6683	49.10	49.65	48.55	48.90	-0.20	39.28	漲→跌	-0.41%
1338	廣華-KY	107	54.9	55.5	54.7	55.3	+0.5	12.77	連2跌→漲	+0.91%
1339	昭輝	525	41.60	42.80	41.10	42.70	+1.90	15.75	連2跌→漲	+4.66%
1512	瑞利	151	3.62	3.77	3.62	3.75	+0.15	-	跌→漲	+4.17%
1521	大億	17	35.90	35.90	35.10	35.25	+0.75	32.24	連3跌→漲	+2.17%
